City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Port-Cartier,20,CA,1551548315,38,50.03,-66.88,25.0,12.75
North Myrtle Beach,90,US,1551548742,77,33.83,-78.68,63.0,5.82
Camaqua,0,BR,1551548759,42,-30.85,-51.81,89.44,12.01
Abdanan,8,IR,1551548759,89,32.99,47.42,39.49,1.5
Port Hedland,24,AU,1551546000,78,-20.31,118.58,82.4,5.82
Bhojudih,0,IN,1551548760,60,23.64,86.44,59.43,2.95
Gazojak,0,TM,1551548760,91,41.19,61.4,37.87,6.87
Kailua,75,US,1551548439,93,21.39,-157.74,64.4,7.43
San Policarpo,92,PH,1551548637,96,12.18,125.51,77.2,9.44
Yerbogachen,80,RU,1551548760,82,61.28,108.01,12.31,2.62
Alice Springs,0,AU,1551546000,25,-23.7,133.88,77.0,4.7
Vilhena,75,BR,1551546000,70,-12.74,-60.15,84.2,9.17
Namatanai,0,PG,1551548665,98,-3.66,152.44,82.42,9.44
Atherton,100,GB,1551548735,71,53.52,-2.49,54.0,11.41
Kirkuk,64,IQ,1551548761,72,35.47,44.4,45.34,6.98
Arcata,90,US,1551548423,93,40.87,-124.08,51.01,3.96
Junin,40,PE,1551546000,52,-16.45,-71.58,68.0,9.17
Rockland,90,US,1551548758,93,42.13,-70.92,35.6,8.05
Portland,20,US,1551548443,69,45.52,-122.67,41.0,3.29
Lata,92,IN,1551548762,100,30.78,78.62,36.48,1.61
Murgab,24,TM,1551546000,71,37.5,61.97,51.8,6.93
Koslan,0,RU,1551548762,63,63.46,48.9,-0.16,4.63
Garhi Khairo,92,PK,1551548466,100,28.06,67.98,58.21,3.74
Talara,0,PE,1551546000,290,-4.58,-81.27,62.6,10.29
Omboue,0,GA,1551548763,100,-1.57,9.26,80.44,3.62
Plettenberg Bay,68,ZA,1551548763,97,-34.05,23.37,65.41,3.62
Berdyaush,80,RU,1551548765,90,55.17,59.15,20.55,2.51
Texarkana,90,US,1551548714,81,33.44,-94.04,46.99,8.05
Yeppoon,40,AU,1551546000,73,-23.13,150.74,71.6,9.17
Caravelas,20,BR,1551548612,100,-17.73,-39.27,83.23,12.01
Seoul,75,KR,1551547800,68,37.57,126.98,37.4,1.12
Vila,0,IT,1551548764,28,45.18,8.4,59.0,4.7
Kidal,0,ML,1551548769,16,18.44,1.41,73.69,3.18
Kalmunai,92,LK,1551548770,94,7.42,81.82,77.88,4.97
Carutapera,80,BR,1551548770,90,-1.2,-46.02,80.44,7.76
Tual,12,ID,1551548647,100,-5.67,132.75,82.69,9.1
Boa Vista,40,BR,1551546000,36,2.82,-60.67,93.2,12.75
Sinazongwe,12,ZM,1551548772,65,-17.26,27.46,84.18,3.4
Kurilsk,32,RU,1551548772,100,45.23,147.88,20.14,9.66
Methven,0,NZ,1551548718,97,-43.63,171.65,57.0,2.95
Martinsville,75,US,1551548532,62,36.69,-79.87,57.99,3.36
Benjamin Aceval,20,PY,1551546000,41,-24.97,-57.57,95.0,5.82
Ponferrada,0,ES,1551548561,99,42.55,-6.59,54.0,2.28
Chiredzi,0,ZW,1551548763,53,-21.05,31.67,84.04,7.87
Oytal,48,KZ,1551548773,61,42.91,73.27,48.27,16.71
Itoman,40,JP,1551548592,88,26.12,127.67,73.4,11.41
Klaksvik,88,FO,1551547200,81,62.23,-6.59,42.8,16.11
Yabrud,40,SY,1551548704,76,33.97,36.66,48.2,18.34
Viedma,0,AR,1551548835,41,-40.81,-62.99,76.53,5.75
Barranca,8,PE,1551548836,94,-10.75,-77.76,75.18,11.12
Fallon,1,US,1551545760,69,46.84,-105.12,-13.01,11.41
Port Blair,0,IN,1551548837,100,11.67,92.75,82.47,12.24
Agadez,0,NE,1551546000,10,16.97,7.99,87.8,6.93
Banda Aceh,56,ID,1551548837,91,5.56,95.32,77.56,2.39
Serdobsk,44,RU,1551548837,91,52.46,44.21,18.16,13.58
Lauria,0,IT,1551548837,90,40.05,15.84,41.88,2.17
Mingrelskaya,75,RU,1551548718,80,45.01,38.34,35.6,11.18
Sokoto,20,NG,1551548838,23,13.06,5.24,83.41,5.97
Ilhabela,68,BR,1551548838,100,-23.78,-45.36,77.7,5.53
Moshenskoye,80,RU,1551548839,85,58.52,34.59,22.12,12.35
Wum,64,CM,1551548839,77,6.39,10.08,72.79,2.84
Kununurra,36,AU,1551546000,78,-15.77,128.74,78.8,5.82
Saint-Joseph,0,FR,1551548808,71,43.56,6.97,62.6,3.36
Karasjok,0,NO,1551547200,77,69.47,25.52,-2.21,19.46
Obertyn,0,UA,1551547800,58,48.7,25.17,28.4,4.47
Corleone,40,IT,1551548767,76,37.81,13.3,57.2,10.29
Hualmay,12,PE,1551548840,59,-11.1,-77.61,80.71,6.42
Samarai,76,PG,1551548840,100,-10.62,150.67,78.19,3.85
Los Llanos de Aridane,75,ES,1551548800,63,28.66,-17.92,66.2,9.17
Sayat,0,TM,1551546000,71,38.78,63.88,50.0,6.93
Yingcheng,90,CN,1551546000,87,30.93,113.57,42.8,6.71
Cururupu,92,BR,1551548841,93,-1.82,-44.87,80.67,4.97
Pecos,90,US,1551546900,76,31.42,-103.49,51.8,6.93
Kahului,40,US,1551548625,87,20.89,-156.47,66.0,11.41
Santa Isabel,90,CO,1551546000,100,4.71,-75.1,73.4,6.93
Nome,90,US,1551548810,82,30.04,-94.42,66.99,7.76
Bridlington,75,GB,1551548822,71,54.08,-0.19,54.0,24.16
